state_name,place_fips,place_name,stcounty_fips
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
New York,3629542,Goshen village,NA
