dest_statefips,dest_countyfips,origin_statefips,origin_countyfips,origin_stateabbr,num_returns,num_individuals,agi,origin_countyname
48,181,06,037,CA,42,79,2881,Los Angeles County
48,183,06,037,CA,22,34,1322,Los Angeles County
48,187,06,037,CA,79,167,5397,Los Angeles County
48,201,06,037,CA,1541,2662,118949,Los Angeles County
48,209,06,037,CA,132,277,23794,Los Angeles County
48,215,06,037,CA,78,152,4007,Los Angeles County
48,221,06,037,CA,33,59,2151,Los Angeles County
48,245,06,037,CA,30,70,2456,Los Angeles County
48,251,06,037,CA,45,102,2845,Los Angeles County
48,257,06,037,CA,61,145,4559,Los Angeles County
48,259,06,037,CA,41,89,8217,Los Angeles County
48,265,06,037,CA,22,37,2813,Los Angeles County
48,303,06,037,CA,64,104,3850,Los Angeles County
48,309,06,037,CA,92,190,7490,Los Angeles County
48,329,06,037,CA,41,70,2470,Los Angeles County
48,339,06,037,CA,300,636,29740,Los Angeles County
48,355,06,037,CA,62,116,6439,Los Angeles County
48,367,06,037,CA,91,216,9761,Los Angeles County
48,373,06,037,CA,27,49,3674,Los Angeles County
48,375,06,037,CA,27,46,1260,Los Angeles County
48,381,06,037,CA,21,47,1372,Los Angeles County
48,397,06,037,CA,69,164,8844,Los Angeles County
48,423,06,037,CA,59,116,3460,Los Angeles County
48,439,06,037,CA,1030,2022,119120,Los Angeles County
48,441,06,037,CA,26,45,536,Los Angeles County
48,451,06,037,CA,21,28,779,Los Angeles County
48,453,06,037,CA,1704,2498,294751,Los Angeles County
48,479,06,037,CA,27,35,936,Los Angeles County
48,485,06,037,CA,33,56,1853,Los Angeles County
48,491,06,037,CA,555,1083,55707,Los Angeles County
48,497,06,037,CA,22,47,1481,Los Angeles County
49,005,06,037,CA,56,122,3246,Los Angeles County
49,011,06,037,CA,228,487,28281,Los Angeles County
49,021,06,037,CA,64,114,4130,Los Angeles County
49,035,06,037,CA,802,1397,69588,Los Angeles County
49,043,06,037,CA,120,258,113461,Los Angeles County
49,049,06,037,CA,352,686,26956,Los Angeles County
49,051,06,037,CA,54,102,9519,Los Angeles County
49,053,06,037,CA,257,480,22056,Los Angeles County
49,057,06,037,CA,171,326,15605,Los Angeles County
50,007,06,037,CA,48,66,5056,Los Angeles County
50,027,06,037,CA,20,34,1897,Los Angeles County
51,003,06,037,CA,42,74,4720,Los Angeles County
51,013,06,037,CA,174,248,18347,Los Angeles County
51,041,06,037,CA,59,101,4918,Los Angeles County
51,059,06,037,CA,354,613,40916,Los Angeles County
51,087,06,037,CA,67,122,5178,Los Angeles County
51,107,06,037,CA,130,246,12163,Los Angeles County
51,153,06,037,CA,126,245,9219,Los Angeles County
51,177,06,037,CA,25,40,1415,Los Angeles County
51,179,06,037,CA,33,62,3164,Los Angeles County
51,510,06,037,CA,90,120,7862,Los Angeles County
51,550,06,037,CA,39,71,2131,Los Angeles County
51,650,06,037,CA,28,44,1089,Los Angeles County
51,700,06,037,CA,39,52,1588,Los Angeles County
51,710,06,037,CA,60,96,2510,Los Angeles County
51,760,06,037,CA,82,115,6231,Los Angeles County
51,810,06,037,CA,121,233,8971,Los Angeles County
53,005,06,037,CA,62,107,4170,Los Angeles County
53,007,06,037,CA,35,65,1718,Los Angeles County
53,009,06,037,CA,48,71,3708,Los Angeles County
53,011,06,037,CA,339,599,43177,Los Angeles County
53,015,06,037,CA,27,46,1723,Los Angeles County
53,021,06,037,CA,38,92,1655,Los Angeles County
53,025,06,037,CA,24,50,913,Los Angeles County
53,027,06,037,CA,22,32,1431,Los Angeles County
53,029,06,037,CA,52,77,3924,Los Angeles County
53,031,06,037,CA,23,38,1640,Los Angeles County
53,033,06,037,CA,2649,3714,370193,Los Angeles County
53,035,06,037,CA,182,290,18132,Los Angeles County
53,041,06,037,CA,27,41,1424,Los Angeles County
53,053,06,037,CA,526,891,41093,Los Angeles County
53,055,06,037,CA,35,55,6341,Los Angeles County
53,057,06,037,CA,46,86,5026,Los Angeles County
53,061,06,037,CA,373,599,30116,Los Angeles County
53,063,06,037,CA,242,408,22820,Los Angeles County
53,067,06,037,CA,184,340,11825,Los Angeles County
53,073,06,037,CA,158,256,14478,Los Angeles County
53,077,06,037,CA,45,102,1223,Los Angeles County
55,009,06,037,CA,29,52,1658,Los Angeles County
55,025,06,037,CA,135,205,11891,Los Angeles County
55,079,06,037,CA,139,196,8354,Los Angeles County
55,133,06,037,CA,37,53,4164,Los Angeles County
56,021,06,037,CA,40,68,2417,Los Angeles County
56,025,06,037,CA,30,49,1629,Los Angeles County
56,039,06,037,CA,39,57,20666,Los Angeles County
04,013,06,039,CA,35,61,1785,Madera County
06,001,06,039,CA,34,44,1216,Madera County
06,013,06,039,CA,25,46,1052,Madera County
06,019,06,039,CA,1125,2137,56264,Madera County
06,029,06,039,CA,52,87,1878,Madera County
06,031,06,039,CA,37,77,1441,Madera County
06,037,06,039,CA,116,158,3900,Madera County
06,039,06,039,CA,51255,114675,2893673,Madera County Non-migrants
06,043,06,039,CA,35,70,1668,Madera County
06,047,06,039,CA,168,362,7482,Madera County
06,053,06,039,CA,42,77,3152,Madera County
06,059,06,039,CA,33,51,1676,Madera County
06,061,06,039,CA,21,37,1007,Madera County
06,065,06,039,CA,34,49,586,Madera County
06,067,06,039,CA,62,77,2163,Madera County
06,071,06,039,CA,38,56,687,Madera County
06,073,06,039,CA,67,92,2087,Madera County
06,077,06,039,CA,43,69,1316,Madera County
06,079,06,039,CA,37,52,2819,Madera County
06,085,06,039,CA,57,101,4302,Madera County
06,099,06,039,CA,57,97,2006,Madera County
06,107,06,039,CA,53,112,2032,Madera County
06,111,06,039,CA,20,34,1189,Madera County
32,003,06,039,CA,33,65,1470,Madera County
04,013,06,041,CA,91,168,21675,Marin County
06,001,06,041,CA,411,569,41784,Marin County
06,013,06,041,CA,410,649,41214,Marin County
06,017,06,041,CA,61,110,10096,Marin County
06,019,06,041,CA,20,30,1399,Marin County
06,023,06,041,CA,23,34,1675,Marin County
06,037,06,041,CA,296,418,37135,Marin County
06,041,06,041,CA,101583,197274,24415614,Marin County Non-migrants
06,045,06,041,CA,37,48,2680,Marin County
06,053,06,041,CA,48,64,5724,Marin County
06,055,06,041,CA,112,200,23091,Marin County
06,057,06,041,CA,61,120,10650,Marin County
06,059,06,041,CA,106,170,25287,Marin County
06,061,06,041,CA,107,198,16401,Marin County
06,065,06,041,CA,73,131,12611,Marin County
06,067,06,041,CA,170,251,23469,Marin County
06,071,06,041,CA,27,42,5214,Marin County
06,073,06,041,CA,203,347,31662,Marin County
06,075,06,041,CA,853,1157,203547,Marin County
06,077,06,041,CA,30,65,3059,Marin County
06,079,06,041,CA,35,57,8193,Marin County
06,081,06,041,CA,169,247,22508,Marin County
06,083,06,041,CA,60,108,12895,Marin County
06,085,06,041,CA,145,230,21787,Marin County
06,087,06,041,CA,42,61,5726,Marin County
06,089,06,041,CA,22,38,1809,Marin County
06,095,06,041,CA,212,394,18047,Marin County
06,097,06,041,CA,1402,2262,162023,Marin County
06,099,06,041,CA,20,28,773,Marin County
06,111,06,041,CA,23,48,6491,Marin County
06,113,06,041,CA,37,55,3057,Marin County
08,013,06,041,CA,26,51,4608,Marin County
08,031,06,041,CA,52,79,9715,Marin County
09,001,06,041,CA,21,56,8192,Marin County
11,001,06,041,CA,29,42,1769,Marin County
12,086,06,041,CA,42,77,12196,Marin County
12,099,06,041,CA,27,52,7317,Marin County
15,003,06,041,CA,35,61,5399,Marin County
15,009,06,041,CA,20,33,6010,Marin County
16,001,06,041,CA,34,65,4560,Marin County
17,031,06,041,CA,31,42,3452,Marin County
25,017,06,041,CA,24,46,3951,Marin County
32,003,06,041,CA,57,95,10259,Marin County
32,031,06,041,CA,78,132,33010,Marin County
35,049,06,041,CA,28,50,6181,Marin County
36,047,06,041,CA,36,46,4527,Marin County
36,061,06,041,CA,72,96,8675,Marin County
41,005,06,041,CA,33,63,6394,Marin County
41,017,06,041,CA,48,105,11885,Marin County
41,029,06,041,CA,23,34,3041,Marin County
41,051,06,041,CA,84,119,9183,Marin County
41,067,06,041,CA,27,49,2844,Marin County
48,085,06,041,CA,22,46,3069,Marin County
48,113,06,041,CA,27,45,3399,Marin County
48,201,06,041,CA,27,53,7320,Marin County
48,453,06,041,CA,78,143,40614,Marin County
49,035,06,041,CA,26,47,3199,Marin County
53,033,06,041,CA,95,159,19687,Marin County
06,019,06,043,CA,30,49,1553,Mariposa County
06,039,06,043,CA,38,67,1755,Mariposa County
06,043,06,043,CA,5921,11158,375683,Mariposa County Non-migrants
06,047,06,043,CA,35,58,1354,Mariposa County
06,099,06,043,CA,34,46,1316,Mariposa County
06,109,06,043,CA,37,58,1536,Mariposa County
04,013,06,045,CA,31,51,1451,Mendocino County
06,001,06,045,CA,38,51,1670,Mendocino County
06,007,06,045,CA,27,43,1133,Mendocino County
06,013,06,045,CA,27,41,2891,Mendocino County
06,023,06,045,CA,53,73,2252,Mendocino County
06,033,06,045,CA,153,295,7563,Mendocino County
06,037,06,045,CA,35,52,1413,Mendocino County
06,041,06,045,CA,23,30,1752,Mendocino County
06,045,06,045,CA,31695,61068,2028465,Mendocino County Non-migrants
06,061,06,045,CA,24,44,1873,Mendocino County
06,065,06,045,CA,22,38,1119,Mendocino County
06,067,06,045,CA,58,86,2963,Mendocino County
06,073,06,045,CA,37,52,1450,Mendocino County
06,075,06,045,CA,31,38,1840,Mendocino County
06,089,06,045,CA,27,45,1681,Mendocino County
06,097,06,045,CA,236,389,14467,Mendocino County
04,013,06,047,CA,60,92,2644,Merced County
06,001,06,047,CA,120,207,7218,Merced County
06,007,06,047,CA,21,36,902,Merced County
06,013,06,047,CA,53,107,3063,Merced County
06,019,06,047,CA,349,665,14178,Merced County
06,029,06,047,CA,68,126,1889,Merced County
06,031,06,047,CA,22,30,769,Merced County
06,037,06,047,CA,140,227,5987,Merced County
06,039,06,047,CA,209,454,9988,Merced County
06,043,06,047,CA,57,108,2407,Merced County
06,047,06,047,CA,89932,205966,5024571,Merced County Non-migrants
06,053,06,047,CA,77,127,4277,Merced County
06,059,06,047,CA,51,78,1928,Merced County
06,061,06,047,CA,35,63,2136,Merced County
06,065,06,047,CA,60,111,2574,Merced County
06,067,06,047,CA,188,328,9267,Merced County
06,069,06,047,CA,54,121,3319,Merced County
06,071,06,047,CA,47,78,1812,Merced County
06,073,06,047,CA,96,154,4225,Merced County
06,075,06,047,CA,26,30,882,Merced County
06,077,06,047,CA,193,383,8566,Merced County
06,079,06,047,CA,28,53,1454,Merced County
06,081,06,047,CA,56,96,3023,Merced County
06,083,06,047,CA,24,36,1494,Merced County
06,085,06,047,CA,404,792,25572,Merced County
06,087,06,047,CA,59,106,3748,Merced County
06,095,06,047,CA,25,56,1228,Merced County
06,099,06,047,CA,937,1864,44564,Merced County
06,107,06,047,CA,48,94,1991,Merced County
06,109,06,047,CA,38,67,2821,Merced County
06,111,06,047,CA,21,37,1193,Merced County
06,113,06,047,CA,21,29,1220,Merced County
32,003,06,047,CA,45,91,1677,Merced County
32,031,06,047,CA,40,71,1622,Merced County
48,029,06,047,CA,26,58,657,Merced County
53,033,06,047,CA,24,40,1350,Merced County
06,049,06,049,CA,2751,5561,136391,Modoc County Non-migrants
41,035,06,049,CA,23,50,1202,Modoc County
06,027,06,051,CA,79,147,4760,Mono County
06,037,06,051,CA,26,31,1308,Mono County
06,051,06,051,CA,4933,9268,365928,Mono County Non-migrants
06,073,06,051,CA,29,39,957,Mono County
32,005,06,051,CA,31,68,2400,Mono County
04,013,06,053,CA,177,324,15977,Monterey County
04,019,06,053,CA,75,120,5171,Monterey County
04,021,06,053,CA,24,42,1592,Monterey County
04,027,06,053,CA,159,337,8050,Monterey County
06,001,06,053,CA,174,259,11083,Monterey County
06,007,06,053,CA,36,58,2426,Monterey County
06,013,06,053,CA,133,193,10003,Monterey County
06,017,06,053,CA,49,76,4002,Monterey County
06,019,06,053,CA,276,519,12991,Monterey County
06,025,06,053,CA,28,50,1015,Monterey County
06,029,06,053,CA,138,280,7659,Monterey County
06,031,06,053,CA,65,115,2288,Monterey County
06,037,06,053,CA,407,568,22055,Monterey County
06,039,06,053,CA,69,158,4225,Monterey County
06,041,06,053,CA,28,44,2801,Monterey County
06,047,06,053,CA,204,474,11344,Monterey County
06,053,06,053,CA,156615,330902,12414106,Monterey County Non-migrants
06,055,06,053,CA,20,31,1271,Monterey County
06,059,06,053,CA,130,197,9134,Monterey County
06,061,06,053,CA,67,132,5190,Monterey County
06,065,06,053,CA,168,304,18981,Monterey County
06,067,06,053,CA,317,490,17763,Monterey County
06,069,06,053,CA,246,502,18273,Monterey County
06,071,06,053,CA,84,136,2977,Monterey County
06,073,06,053,CA,304,522,22146,Monterey County
06,075,06,053,CA,110,145,9045,Monterey County
06,077,06,053,CA,105,158,5861,Monterey County
06,079,06,053,CA,207,345,15126,Monterey County
06,081,06,053,CA,98,127,11364,Monterey County
06,083,06,053,CA,83,143,5255,Monterey County
06,085,06,053,CA,579,852,41853,Monterey County
06,087,06,053,CA,647,1239,33094,Monterey County
06,089,06,053,CA,21,30,1055,Monterey County
06,095,06,053,CA,55,87,2443,Monterey County
06,097,06,053,CA,65,105,4533,Monterey County
06,099,06,053,CA,94,174,6210,Monterey County
06,107,06,053,CA,99,207,4300,Monterey County
06,109,06,053,CA,22,27,919,Monterey County
06,111,06,053,CA,73,133,3649,Monterey County
06,113,06,053,CA,42,53,2052,Monterey County
08,005,06,053,CA,21,39,1122,Monterey County
08,041,06,053,CA,45,106,3339,Monterey County
11,001,06,053,CA,30,47,2261,Monterey County
12,057,06,053,CA,21,43,1996,Monterey County
13,073,06,053,CA,37,76,2294,Monterey County
13,245,06,053,CA,68,96,3075,Monterey County
15,003,06,053,CA,140,237,6913,Monterey County
16,001,06,053,CA,37,72,3803,Monterey County
17,031,06,053,CA,40,61,3199,Monterey County
24,003,06,053,CA,111,213,6037,Monterey County
24,027,06,053,CA,26,40,1246,Monterey County
24,031,06,053,CA,20,38,1529,Monterey County
31,055,06,053,CA,39,58,1502,Monterey County
31,153,06,053,CA,54,98,2683,Monterey County
32,003,06,053,CA,150,274,9935,Monterey County
32,031,06,053,CA,73,115,19255,Monterey County
37,051,06,053,CA,21,43,1070,Monterey County
37,133,06,053,CA,31,58,1309,Monterey County
41,017,06,053,CA,20,36,918,Monterey County
41,029,06,053,CA,22,43,-1316,Monterey County
41,051,06,053,CA,58,82,3765,Monterey County
41,067,06,053,CA,43,66,2368,Monterey County
48,027,06,053,CA,22,55,1192,Monterey County
48,029,06,053,CA,78,155,5059,Monterey County
48,113,06,053,CA,41,81,3144,Monterey County
48,121,06,053,CA,28,52,1774,Monterey County
48,201,06,053,CA,31,53,1620,Monterey County
48,439,06,053,CA,28,58,2009,Monterey County
48,451,06,053,CA,71,98,1860,Monterey County
48,453,06,053,CA,27,49,2366,Monterey County
49,035,06,053,CA,35,58,1419,Monterey County
51,013,06,053,CA,27,53,3093,Monterey County
51,059,06,053,CA,52,132,4911,Monterey County
51,179,06,053,CA,28,89,2800,Monterey County
53,033,06,053,CA,46,63,3706,Monterey County
53,053,06,053,CA,43,96,2682,Monterey County
53,061,06,053,CA,23,49,1794,Monterey County
04,013,06,055,CA,56,98,7682,Napa County
06,001,06,055,CA,85,119,8271,Napa County
06,007,06,055,CA,26,39,1496,Napa County
06,013,06,055,CA,151,235,12908,Napa County
06,017,06,055,CA,32,55,1958,Napa County
06,019,06,055,CA,20,27,1357,Napa County
06,033,06,055,CA,77,175,4641,Napa County
06,037,06,055,CA,109,141,6387,Napa County
06,041,06,055,CA,61,92,7389,Napa County
06,045,06,055,CA,25,36,4307,Napa County
06,053,06,055,CA,22,34,2038,Napa County
06,055,06,055,CA,52138,104129,5961347,Napa County Non-migrants
06,059,06,055,CA,45,73,5123,Napa County
06,061,06,055,CA,68,134,6466,Napa County
06,065,06,055,CA,39,55,2747,Napa County
06,067,06,055,CA,156,245,11206,Napa County
06,073,06,055,CA,77,115,6283,Napa County
06,075,06,055,CA,120,154,15622,Napa County
06,077,06,055,CA,28,45,1561,Napa County
06,079,06,055,CA,30,47,4344,Napa County
06,081,06,055,CA,53,80,5704,Napa County
06,083,06,055,CA,23,41,3505,Napa County
06,085,06,055,CA,39,58,3179,Napa County
06,089,06,055,CA,23,36,1342,Napa County
06,095,06,055,CA,782,1509,49084,Napa County
06,097,06,055,CA,361,554,28960,Napa County
06,113,06,055,CA,55,86,3292,Napa County
16,001,06,055,CA,30,64,4032,Napa County
32,003,06,055,CA,34,53,2637,Napa County
32,031,06,055,CA,43,68,6959,Napa County
48,453,06,055,CA,20,33,2767,Napa County
04,013,06,057,CA,47,76,6635,Nevada County
06,001,06,057,CA,58,81,6144,Nevada County
06,007,06,057,CA,64,101,3075,Nevada County
06,013,06,057,CA,55,92,7450,Nevada County
06,017,06,057,CA,63,104,3979,Nevada County
06,037,06,057,CA,60,79,1922,Nevada County
06,041,06,057,CA,21,28,1716,Nevada County
06,057,06,057,CA,39538,73915,3545643,Nevada County Non-migrants
06,059,06,057,CA,62,77,2933,Nevada County
06,061,06,057,CA,568,968,52981,Nevada County
06,065,06,057,CA,36,60,3300,Nevada County
06,067,06,057,CA,224,345,14163,Nevada County
06,073,06,057,CA,71,92,5190,Nevada County
06,075,06,057,CA,66,97,16891,Nevada County
06,077,06,057,CA,20,30,912,Nevada County
06,079,06,057,CA,27,42,1901,Nevada County
06,081,06,057,CA,30,43,2984,Nevada County
06,085,06,057,CA,47,75,4493,Nevada County
06,087,06,057,CA,36,74,3193,Nevada County
06,091,06,057,CA,21,30,1207,Nevada County
06,095,06,057,CA,24,36,1743,Nevada County
06,097,06,057,CA,47,64,4437,Nevada County
06,101,06,057,CA,20,39,634,Nevada County
06,113,06,057,CA,32,54,1856,Nevada County
06,115,06,057,CA,80,154,3479,Nevada County
16,001,06,057,CA,24,45,2403,Nevada County
32,031,06,057,CA,353,576,30072,Nevada County
41,051,06,057,CA,22,28,956,Nevada County
53,033,06,057,CA,22,36,2387,Nevada County
01,089,06,059,CA,32,56,2517,Orange County
02,020,06,059,CA,28,44,1405,Orange County
04,003,06,059,CA,21,32,1486,Orange County
04,005,06,059,CA,61,95,6037,Orange County
04,013,06,059,CA,2221,3939,226443,Orange County
04,015,06,059,CA,404,687,32579,Orange County
04,019,06,059,CA,286,457,24393,Orange County
04,021,06,059,CA,205,406,16071,Orange County
04,025,06,059,CA,367,625,53672,Orange County
04,027,06,059,CA,82,153,3771,Orange County
05,007,06,059,CA,69,150,7220,Orange County
05,119,06,059,CA,20,30,908,Orange County
05,143,06,059,CA,26,55,1100,Orange County
06,001,06,059,CA,618,902,58593,Orange County
06,007,06,059,CA,72,118,3439,Orange County
06,013,06,059,CA,334,553,35436,Orange County
06,017,06,059,CA,91,169,22616,Orange County
06,019,06,059,CA,293,520,16012,Orange County
06,023,06,059,CA,64,82,3081,Orange County
06,025,06,059,CA,83,153,3247,Orange County
06,029,06,059,CA,539,1001,26784,Orange County
06,031,06,059,CA,63,91,1951,Orange County
06,037,06,059,CA,16193,24959,1204230,Orange County
06,039,06,059,CA,67,139,3740,Orange County
06,041,06,059,CA,74,101,9239,Orange County
06,045,06,059,CA,28,41,2056,Orange County
06,047,06,059,CA,51,85,2253,Orange County
06,051,06,059,CA,32,49,2908,Orange County
06,053,06,059,CA,132,198,8888,Orange County
06,055,06,059,CA,53,76,5855,Orange County
06,057,06,059,CA,43,71,4528,Orange County
06,059,06,059,CA,1228277,2441185,136907387,Orange County Non-migrants
06,061,06,059,CA,217,407,20490,Orange County
06,065,06,059,CA,10257,20437,789301,Orange County
06,067,06,059,CA,539,890,35899,Orange County
06,071,06,059,CA,4062,7308,267798,Orange County
06,073,06,059,CA,4169,6376,378537,Orange County
06,075,06,059,CA,491,592,55898,Orange County
06,077,06,059,CA,154,250,8844,Orange County
06,079,06,059,CA,321,482,26795,Orange County
06,081,06,059,CA,281,399,28938,Orange County
06,083,06,059,CA,304,428,29178,Orange County
06,085,06,059,CA,835,1239,84783,Orange County
06,087,06,059,CA,112,140,8515,Orange County
06,089,06,059,CA,69,131,3958,Orange County
06,095,06,059,CA,90,148,5427,Orange County
06,097,06,059,CA,143,204,10609,Orange County
06,099,06,059,CA,104,168,5833,Orange County
06,107,06,059,CA,189,373,10272,Orange County
06,109,06,059,CA,21,29,1377,Orange County
06,111,06,059,CA,540,849,48762,Orange County
06,113,06,059,CA,79,116,4680,Orange County
08,001,06,059,CA,79,113,5311,Orange County
08,005,06,059,CA,135,225,13774,Orange County
08,013,06,059,CA,85,137,8328,Orange County
08,014,06,059,CA,37,59,4678,Orange County
08,031,06,059,CA,256,313,36052,Orange County
08,035,06,059,CA,214,429,52291,Orange County
08,041,06,059,CA,253,454,22344,Orange County
08,059,06,059,CA,134,199,10305,Orange County
08,069,06,059,CA,116,209,11435,Orange County
08,077,06,059,CA,42,67,3884,Orange County
08,123,06,059,CA,38,78,5189,Orange County
09,001,06,059,CA,48,85,4485,Orange County
09,003,06,059,CA,39,68,3113,Orange County
09,009,06,059,CA,45,64,2242,Orange County
09,011,06,059,CA,21,38,2079,Orange County
10,003,06,059,CA,20,36,1399,Orange County
11,001,06,059,CA,109,121,10472,Orange County
12,009,06,059,CA,65,133,7172,Orange County
12,011,06,059,CA,129,226,22852,Orange County
12,015,06,059,CA,29,50,1886,Orange County
12,021,06,059,CA,60,103,20569,Orange County
12,031,06,059,CA,70,128,6776,Orange County
12,033,06,059,CA,28,49,2056,Orange County
12,057,06,059,CA,124,237,11739,Orange County
12,069,06,059,CA,29,55,3050,Orange County
12,071,06,059,CA,94,158,10664,Orange County
12,081,06,059,CA,64,115,7116,Orange County
12,083,06,059,CA,21,35,1768,Orange County
12,086,06,059,CA,171,297,39408,Orange County
12,095,06,059,CA,162,310,19346,Orange County
12,097,06,059,CA,39,66,4041,Orange County
12,099,06,059,CA,167,317,21998,Orange County
12,101,06,059,CA,49,111,5082,Orange County
12,103,06,059,CA,105,163,23874,Orange County
12,105,06,059,CA,30,56,1770,Orange County
12,109,06,059,CA,58,138,16043,Orange County
12,111,06,059,CA,24,47,2427,Orange County
12,115,06,059,CA,66,127,11107,Orange County
12,117,06,059,CA,32,50,3063,Orange County
12,119,06,059,CA,22,31,3524,Orange County
12,127,06,059,CA,38,81,5129,Orange County
13,051,06,059,CA,37,72,3278,Orange County
13,057,06,059,CA,24,40,2492,Orange County
13,067,06,059,CA,67,116,6728,Orange County
13,089,06,059,CA,50,80,7266,Orange County
13,113,06,059,CA,22,63,2520,Orange County
13,117,06,059,CA,30,70,3546,Orange County
13,121,06,059,CA,145,255,20732,Orange County
13,135,06,059,CA,102,210,6432,Orange County
15,001,06,059,CA,86,140,10303,Orange County
15,003,06,059,CA,275,493,41289,Orange County
15,007,06,059,CA,27,46,3846,Orange County
15,009,06,059,CA,71,119,7497,Orange County
16,001,06,059,CA,668,1434,80077,Orange County
16,013,06,059,CA,20,43,48096,Orange County
16,017,06,059,CA,21,40,3294,Orange County
16,019,06,059,CA,41,97,3753,Orange County
16,027,06,059,CA,199,426,16552,Orange County
16,055,06,059,CA,158,339,21212,Orange County
16,083,06,059,CA,28,54,2199,Orange County
17,031,06,059,CA,309,450,24609,Orange County
17,043,06,059,CA,71,126,9031,Orange County
17,089,06,059,CA,26,40,1760,Orange County
17,097,06,059,CA,48,90,5193,Orange County
17,197,06,059,CA,38,75,4162,Orange County
18,003,06,059,CA,22,48,1446,Orange County
18,057,06,059,CA,56,132,6236,Orange County
18,097,06,059,CA,47,81,3240,Orange County
18,157,06,059,CA,20,29,872,Orange County
19,153,06,059,CA,43,65,3465,Orange County
20,091,06,059,CA,64,121,6031,Orange County
20,173,06,059,CA,30,51,2046,Orange County
21,067,06,059,CA,36,58,4374,Orange County
21,111,06,059,CA,43,80,6054,Orange County
22,071,06,059,CA,22,35,1776,Orange County
23,005,06,059,CA,21,34,2937,Orange County
24,003,06,059,CA,44,71,4302,Orange County
24,005,06,059,CA,21,31,919,Orange County
24,027,06,059,CA,26,51,2943,Orange County
24,031,06,059,CA,91,176,13211,Orange County
24,033,06,059,CA,20,25,1069,Orange County
24,510,06,059,CA,29,33,1439,Orange County
25,009,06,059,CA,26,48,3337,Orange County
25,017,06,059,CA,125,207,13984,Orange County
25,021,06,059,CA,49,73,7958,Orange County
25,025,06,059,CA,95,109,6597,Orange County
25,027,06,059,CA,26,42,1605,Orange County
26,081,06,059,CA,37,67,3053,Orange County
26,125,06,059,CA,98,197,8882,Orange County
26,161,06,059,CA,40,78,6219,Orange County
26,163,06,059,CA,71,142,4695,Orange County
27,053,06,059,CA,110,178,12043,Orange County
27,123,06,059,CA,30,44,1580,Orange County
29,047,06,059,CA,21,44,722,Orange County
29,077,06,059,CA,31,44,2097,Orange County
29,095,06,059,CA,51,85,3660,Orange County
29,183,06,059,CA,33,56,2360,Orange County
29,189,06,059,CA,73,114,6958,Orange County
30,029,06,059,CA,74,164,17436,Orange County
30,031,06,059,CA,58,100,5163,Orange County
30,063,06,059,CA,27,48,7223,Orange County
30,081,06,059,CA,25,45,2161,Orange County
30,111,06,059,CA,21,33,977,Orange County
31,055,06,059,CA,50,102,5598,Orange County
32,003,06,059,CA,2090,3656,779367,Orange County
32,005,06,059,CA,51,86,19989,Orange County
32,019,06,059,CA,22,33,2009,Orange County
32,023,06,059,CA,30,45,2507,Orange County
32,031,06,059,CA,245,421,40916,Orange County
32,510,06,059,CA,32,56,2268,Orange County
33,011,06,059,CA,21,37,2055,Orange County
34,003,06,059,CA,50,104,5423,Orange County
34,013,06,059,CA,21,45,4471,Orange County
34,017,06,059,CA,59,75,6034,Orange County
34,021,06,059,CA,22,50,1774,Orange County
34,023,06,059,CA,37,61,3125,Orange County
34,025,06,059,CA,24,41,2299,Orange County
34,027,06,059,CA,22,43,3626,Orange County
34,031,06,059,CA,20,38,1095,Orange County
35,001,06,059,CA,94,144,6755,Orange County
35,013,06,059,CA,25,53,2566,Orange County
35,043,06,059,CA,25,39,1952,Orange County
35,049,06,059,CA,31,44,2584,Orange County
36,005,06,059,CA,21,38,1317,Orange County
36,029,06,059,CA,21,41,1420,Orange County
36,047,06,059,CA,141,164,10238,Orange County
36,055,06,059,CA,25,46,1830,Orange County
36,059,06,059,CA,41,67,5869,Orange County
36,061,06,059,CA,337,428,52537,Orange County
36,081,06,059,CA,90,118,5021,Orange County
36,103,06,059,CA,35,48,1805,Orange County
36,119,06,059,CA,32,50,3697,Orange County
37,021,06,059,CA,24,34,1805,Orange County
37,049,06,059,CA,20,42,1842,Orange County
37,051,06,059,CA,35,58,1444,Orange County
37,063,06,059,CA,33,52,2922,Orange County
37,067,06,059,CA,23,48,1908,Orange County
37,081,06,059,CA,21,43,1846,Orange County
37,097,06,059,CA,33,66,5407,Orange County
37,119,06,059,CA,139,246,15147,Orange County
37,125,06,059,CA,21,36,1693,Orange County
37,129,06,059,CA,43,76,5315,Orange County
37,133,06,059,CA,53,98,2460,Orange County
37,179,06,059,CA,22,74,3441,Orange County
37,183,06,059,CA,183,414,23022,Orange County
39,035,06,059,CA,66,105,5105,Orange County
39,049,06,059,CA,93,165,6833,Orange County
39,061,06,059,CA,23,47,2363,Orange County
39,113,06,059,CA,20,35,1484,Orange County
39,153,06,059,CA,20,32,1594,Orange County
39,165,06,059,CA,25,64,2396,Orange County
40,027,06,059,CA,26,44,1442,Orange County
40,109,06,059,CA,78,140,4461,Orange County
40,143,06,059,CA,99,202,6853,Orange County
41,003,06,059,CA,41,60,2234,Orange County
41,005,06,059,CA,107,186,9567,Orange County
41,017,06,059,CA,130,227,11503,Orange County
41,019,06,059,CA,21,40,1513,Orange County
41,029,06,059,CA,82,136,5026,Orange County
41,033,06,059,CA,40,62,3945,Orange County
41,039,06,059,CA,135,206,9995,Orange County
